Time	Filtered_Annual	Fitted_Annual	Residual	Anomaly
20090613	152.809	38.184	114.625	1
20090614	159.782	44.006	115.776	1
20090615	166.595	49.846	116.749	1
20090616	173.151	55.701	117.450	1
20090617	179.430	61.570	117.859	1
20090618	185.347	67.451	117.895	1
20090619	190.823	73.343	117.480	1
20090620	196.160	79.243	116.917	1
20090621	201.555	85.149	116.406	1
20090622	206.919	91.060	115.859	1
20090623	212.354	96.973	115.381	1
20090624	217.672	102.888	114.784	1
20090625	222.709	108.801	113.908	1
20090626	227.652	114.712	112.940	1
20090627	232.508	120.618	111.890	1
20090628	237.433	126.517	110.916	1
20090629	242.616	132.408	110.208	1
20090630	248.007	138.288	109.719	1
20090701	253.678	144.157	109.522	1
20090702	259.667	150.011	109.656	1
20090703	265.979	155.849	110.130	1
20090704	272.749	161.669	111.080	1
20090705	280.061	167.470	112.591	1
20090706	287.689	173.249	114.440	1
20090707	295.509	179.005	116.504	1
20090708	303.602	184.735	118.866	1
20090709	311.905	190.439	121.466	1
20090710	320.627	196.113	124.514	1
20090711	329.940	201.757	128.184	1
20090712	339.715	207.368	132.347	1
20090713	349.983	212.944	137.039	1
20090714	359.959	218.485	141.474	1
20090715	368.989	223.987	145.001	1
20090716	377.169	229.450	147.719	1
20090717	384.124	234.871	149.253	1
20090718	390.069	240.249	149.821	1
20090719	395.186	245.581	149.605	1
20090720	398.855	250.867	147.988	1
20090721	400.847	256.104	144.743	1
20090722	401.876	261.291	140.585	1
20090723	402.281	266.426	135.854	1
20090724	401.902	271.508	130.394	1
20090725	400.986	276.534	124.452	1
20090726	398.801	281.502	117.299	1
20090727	394.784	286.413	108.372	1
20090728	389.380	291.263	98.117	1
20090729	382.478	296.051	86.427	1
20090730	375.043	300.775	74.268	0
20090731	367.976	305.435	62.542	0
20090801	360.983	310.027	50.956	0
20090802	354.460	314.552	39.908	0
20090803	348.214	319.007	29.207	0
20090804	342.010	323.391	18.619	0
20090805	336.576	327.701	8.875	0
20090806	332.198	331.938	0.259	0
20090807	327.723	336.099	-8.376	0
20090808	322.528	340.184	-17.655	0
20090809	316.823	344.189	-27.367	0
20090810	310.175	348.115	-37.940	0
20090811	303.536	351.960	-48.424	0
20090812	297.639	355.722	-58.084	0
20090813	291.743	359.401	-67.658	0
20090814	285.907	362.994	-77.087	0
20090815	280.414	366.501	-86.088	1
20090816	275.224	369.921	-94.697	1
20090817	270.624	373.251	-102.628	1
20090818	266.852	376.492	-109.640	1
20090819	263.539	379.642	-116.103	1
20090820	260.537	382.699	-122.162	1
20090821	258.097	385.663	-127.566	1
20090822	256.208	388.532	-132.324	1
20090823	255.202	391.306	-136.104	1
20090824	255.400	393.983	-138.583	1
20090825	256.719	396.563	-139.844	1
20090826	259.294	399.044	-139.750	1
20090827	263.180	401.426	-138.246	1
20090828	268.381	403.708	-135.326	1
20090829	275.123	405.888	-130.765	1
20090830	283.539	407.966	-124.427	1
20090831	292.085	409.941	-117.857	1
20090901	299.645	411.813	-112.167	1
20090902	306.364	413.580	-107.215	1
20090903	311.517	415.241	-103.725	1
20090904	315.784	416.797	-101.013	1
20090905	319.681	418.246	-98.565	1
20090906	322.034	419.588	-97.554	1
20090907	322.527	420.823	-98.296	1
20090908	322.353	421.948	-99.595	1
20090909	322.029	422.965	-100.936	1
20090910	321.420	423.872	-102.453	1
20090911	320.994	424.670	-103.676	1
20090912	319.512	425.356	-105.845	1
20090913	316.071	425.932	-109.862	1
20090914	311.446	426.397	-114.951	1
20090915	305.478	426.750	-121.273	1
20090916	299.308	426.992	-127.683	1
20090917	294.089	427.121	-133.032	1
20090918	289.357	427.137	-137.780	1
20090919	285.538	427.041	-141.503	1
20090920	282.510	426.832	-144.323	1
20090921	280.019	426.510	-146.491	1
20090922	278.903	426.075	-147.172	1
20090923	279.524	425.527	-146.003	1
20090924	280.385	424.865	-144.480	1
20090925	280.644	424.091	-143.447	1
20090926	280.585	423.202	-142.617	1
20090927	279.649	422.201	-142.552	1
20090928	278.988	421.087	-142.098	1
20090929	279.502	419.859	-140.357	1
20090930	280.231	418.518	-138.288	1
20091001	281.211	417.065	-135.854	1
20091002	282.232	415.499	-133.268	1
20091003	282.793	413.821	-131.029	1
20091004	283.228	412.031	-128.804	1
20091005	283.521	410.130	-126.609	1
20091006	283.340	408.117	-124.777	1
20091007	282.579	405.993	-123.414	1
20091008	281.080	403.758	-122.678	1
20091009	278.632	401.414	-122.781	1
20091010	276.008	398.960	-122.952	1
20091011	273.729	396.396	-122.668	1
20091012	271.542	393.725	-122.182	1
20091013	269.699	390.945	-121.246	1
20091014	267.735	388.058	-120.323	1
20091015	265.236	385.064	-119.828	1
20091016	262.676	381.964	-119.288	1
20091017	260.071	378.759	-118.687	1
20091018	257.540	375.449	-117.909	1
20091019	255.341	372.035	-116.694	1
20091020	253.358	368.518	-115.160	1
20091021	251.632	364.899	-113.267	1
20091022	250.335	361.179	-110.844	1
20091023	249.541	357.358	-107.817	1
20091024	249.367	353.437	-104.070	1
20091025	249.945	349.418	-99.474	1
20091026	250.884	345.302	-94.418	1
20091027	251.930	341.089	-89.159	1
20091028	253.239	336.780	-83.541	1
20091029	254.698	332.377	-77.678	0
20091030	256.593	327.880	-71.287	0
20091031	259.177	323.291	-64.114	0
20091101	262.221	318.611	-56.390	0
20091102	265.746	313.841	-48.095	0
20091103	269.266	308.982	-39.717	0
20091104	272.322	304.036	-31.714	0
20091105	275.020	299.004	-23.983	0
20091106	277.138	293.886	-16.748	0
20091107	278.752	288.685	-9.933	0
20091108	279.954	283.402	-3.447	0
20091109	280.355	278.037	2.318	0
20091110	279.787	272.594	7.193	0
20091111	278.816	267.072	11.744	0
20091112	277.744	261.473	16.271	0
20091113	276.436	255.799	20.637	0
20091114	275.091	250.052	25.039	0
20091115	273.192	244.232	28.960	0
20091116	270.338	238.341	31.997	0
20091117	266.883	232.382	34.501	0
20091118	262.770	226.355	36.415	0
20091119	258.305	220.261	38.044	0
20091120	253.851	214.104	39.747	0
20091121	249.222	207.883	41.339	0
20091122	244.514	201.602	42.912	0
20091123	239.742	195.261	44.481	0
20091124	234.846	188.863	45.984	0
20091125	230.052	182.408	47.644	0
20091126	225.473	175.899	49.574	0
20091127	220.566	169.338	51.228	0
20091128	215.000	162.726	52.274	0
20091129	208.877	156.065	52.812	0
20091130	201.988	149.356	52.632	0
20091201	194.698	142.603	52.096	0
20091202	187.294	135.805	51.489	0
20091203	179.424	128.966	50.458	0
20091204	171.074	122.087	48.987	0
20091205	162.612	115.170	47.441	0
20091206	154.196	108.217	45.979	0
20091207	145.906	101.230	44.676	0
20091208	137.948	94.210	43.738	0
20091209	130.041	87.160	42.882	0
20091210	122.025	80.081	41.945	0
20091211	114.186	72.975	41.211	0
20091212	106.558	65.845	40.712	0
20091213	99.063	58.692	40.371	0
20091214	91.736	51.519	40.217	0
20091215	84.548	44.326	40.222	0
20091216	77.462	37.117	40.345	0
20091217	70.692	29.893	40.799	0
20091218	64.374	22.656	41.718	0
20091219	58.456	15.408	43.048	0
20091220	53.003	8.151	44.852	0
20091221	47.617	0.887	46.729	0
20091222	41.971	-6.381	48.352	0
20091223	36.177	-13.653	49.830	0
20091224	30.077	-20.926	51.003	0
20091225	23.819	-28.197	52.016	0
20091226	17.543	-35.466	53.009	0
20091227	10.963	-42.729	53.692	0
20091228	4.000	-49.985	53.985	0
20091229	-2.937	-57.232	54.295	0
20091230	-9.638	-64.468	54.831	0
20091231	-16.138	-71.691	55.554	0
20100101	-22.266	-78.899	56.633	0
20100102	-28.354	-86.090	57.737	0
20100103	-34.640	-93.262	58.622	0
20100104	-40.852	-100.413	59.561	0
20100105	-46.997	-107.540	60.543	0
20100106	-53.023	-114.643	61.620	0
20100107	-58.797	-121.719	62.921	0
20100108	-64.409	-128.765	64.357	0
20100109	-69.857	-135.781	65.925	0
20100110	-75.035	-142.764	67.729	0
20100111	-79.904	-149.712	69.808	0
20100112	-84.429	-156.624	72.195	0
20100113	-88.550	-163.497	74.947	0
20100114	-92.449	-170.329	77.880	0
20100115	-96.251	-177.119	80.868	1
20100116	-99.883	-183.864	83.981	1
20100117	-103.397	-190.563	87.166	1
20100118	-106.681	-197.214	90.533	1
20100119	-109.630	-203.816	94.185	1
20100120	-112.351	-210.365	98.014	1
20100121	-114.843	-216.861	102.017	1
20100122	-117.343	-223.301	105.958	1
20100123	-120.070	-229.684	109.614	1
20100124	-122.988	-236.009	113.020	1
20100125	-126.213	-242.272	116.059	1
20100126	-129.715	-248.473	118.758	1
20100127	-133.459	-254.610	121.151	1
20100128	-137.639	-260.680	123.041	1
20100129	-142.345	-266.684	124.338	1
20100130	-147.326	-272.617	125.291	1
20100131	-152.457	-278.480	126.023	1
20100201	-157.810	-284.271	126.460	1
20100202	-163.308	-289.987	126.679	1
20100203	-169.203	-295.627	126.424	1
20100204	-175.696	-301.190	125.494	1
20100205	-182.637	-306.674	124.036	1
20100206	-190.068	-312.077	122.009	1
20100207	-197.636	-317.398	119.762	1
20100208	-205.016	-322.636	117.620	1
20100209	-212.314	-327.789	115.476	1
20100210	-219.385	-332.856	113.471	1
20100211	-226.310	-337.835	111.525	1
20100212	-233.180	-342.725	109.544	1
20100213	-239.731	-347.524	107.793	1
20100214	-245.860	-352.231	106.371	1
20100215	-251.998	-356.845	104.847	1
20100216	-258.379	-361.365	102.986	1
20100217	-264.931	-365.789	100.858	1
20100218	-271.818	-370.116	98.298	1
20100219	-278.694	-374.345	95.651	1
20100220	-285.294	-378.474	93.181	1
20100221	-291.895	-382.503	90.609	1
20100222	-298.481	-386.431	87.949	1
20100223	-305.100	-390.255	85.155	1
20100224	-311.884	-393.976	82.092	1
20100225	-318.730	-397.592	78.862	0
20100226	-325.631	-401.102	75.471	0
20100227	-332.685	-404.506	71.821	0
20100228	-339.922	-407.802	67.880	0
20100301	-347.370	-410.989	63.618	0
20100302	-355.085	-414.066	58.981	0
20100303	-362.846	-417.033	54.187	0
20100304	-370.503	-419.889	49.387	0
20100305	-378.120	-422.634	44.514	0
20100306	-385.623	-425.265	39.642	0
20100307	-393.129	-427.783	34.654	0
20100308	-400.741	-430.186	29.446	0
20100309	-408.322	-432.475	24.153	0
20100310	-415.860	-434.649	18.789	0
20100311	-423.164	-436.706	13.543	0
20100312	-430.039	-438.647	8.608	0
20100313	-436.511	-440.471	3.960	0
20100314	-442.480	-442.177	-0.303	0
20100315	-447.938	-443.765	-4.172	0
20100316	-452.884	-445.235	-7.649	0
20100317	-457.158	-446.586	-10.572	0
20100318	-460.670	-447.817	-12.852	0
20100319	-463.620	-448.929	-14.690	0
20100320	-466.108	-449.922	-16.186	0
20100321	-468.052	-450.794	-17.258	0
20100322	-469.503	-451.546	-17.957	0
20100323	-470.239	-452.177	-18.062	0
20100324	-470.077	-452.688	-17.389	0
20100325	-469.129	-453.078	-16.052	0
20100326	-467.350	-453.347	-14.003	0
20100327	-465.380	-453.495	-11.885	0
20100328	-463.759	-453.522	-10.237	0
20100329	-462.377	-453.429	-8.948	0
20100330	-461.529	-453.215	-8.314	0
20100331	-461.021	-452.880	-8.141	0
20100401	-460.684	-452.424	-8.260	0
20100402	-461.017	-451.848	-9.169	0
20100403	-462.194	-451.152	-11.042	0
20100404	-463.583	-450.336	-13.248	0
20100405	-464.871	-449.400	-15.471	0
20100406	-466.171	-448.345	-17.827	0
20100407	-467.252	-447.170	-20.082	0
20100408	-468.710	-445.877	-22.833	0
20100409	-471.000	-444.466	-26.534	0
20100410	-473.717	-442.937	-30.781	0
20100411	-476.930	-441.290	-35.640	0
20100412	-480.125	-439.527	-40.598	0
20100413	-482.762	-437.647	-45.115	0
20100414	-485.060	-435.651	-49.408	0
20100415	-486.826	-433.541	-53.285	0
20100416	-488.093	-431.316	-56.777	0
20100417	-488.962	-428.977	-59.986	0
20100418	-489.052	-426.525	-62.527	0
20100419	-488.186	-423.960	-64.226	0
20100420	-487.082	-421.284	-65.798	0
20100421	-486.152	-418.497	-67.655	0
20100422	-485.251	-415.600	-69.651	0
20100423	-484.644	-412.595	-72.050	0
20100424	-483.784	-409.480	-74.304	0
20100425	-482.241	-406.259	-75.982	0
20100426	-480.474	-402.932	-77.543	0
20100427	-478.467	-399.499	-78.968	0
20100428	-476.256	-395.962	-80.294	1
20100429	-474.029	-392.321	-81.708	1
20100430	-471.631	-388.579	-83.053	1
20100501	-469.037	-384.735	-84.301	1
20100502	-466.424	-380.792	-85.632	1
20100503	-463.859	-376.750	-87.109	1
20100504	-461.366	-372.611	-88.755	1
20100505	-459.027	-368.375	-90.653	1
20100506	-456.517	-364.044	-92.473	1
20100507	-453.599	-359.620	-93.979	1
20100508	-450.382	-355.103	-95.279	1
20100509	-446.761	-350.495	-96.266	1
20100510	-442.903	-345.798	-97.105	1
20100511	-438.963	-341.012	-97.951	1
20100512	-434.740	-336.139	-98.600	1
20100513	-430.213	-331.181	-99.032	1
20100514	-425.646	-326.139	-99.506	1
20100515	-421.168	-321.015	-100.153	1
20100516	-416.807	-315.810	-100.997	1
20100517	-412.697	-310.525	-102.172	1
20100518	-408.659	-305.163	-103.496	1
20100519	-404.579	-299.724	-104.855	1
20100520	-400.652	-294.210	-106.442	1
20100521	-396.905	-288.624	-108.281	1
20100522	-393.259	-282.966	-110.293	1
20100523	-389.719	-277.239	-112.480	1
20100524	-386.269	-271.444	-114.826	1
20100525	-382.872	-265.582	-117.290	1
20100526	-379.678	-259.656	-120.022	1
20100527	-376.782	-253.667	-123.115	1
20100528	-374.132	-247.617	-126.515	1
20100529	-371.767	-241.508	-130.258	1
20100530	-369.439	-235.342	-134.097	1
20100531	-366.945	-229.120	-137.825	1
20100601	-364.352	-222.844	-141.508	1
20100602	-361.565	-216.517	-145.048	1
20100603	-358.660	-210.139	-148.521	1
20100604	-355.715	-203.714	-152.002	1
20100605	-352.554	-197.242	-155.312	1
20100606	-349.121	-190.726	-158.396	1
20100607	-345.668	-184.167	-161.501	1
20100608	-342.326	-177.568	-164.757	1
20100609	-339.062	-170.931	-168.131	1
20100610	-335.978	-164.257	-171.721	1
20100611	-332.864	-157.548	-175.316	1
20100612	-329.567	-150.807	-178.760	1
20100613	-326.250	-144.036	-182.214	1
20100614	-322.904	-137.236	-185.669	1
20100615	-319.399	-130.409	-188.990	1
20100616	-315.690	-123.558	-192.133	1
20100617	-311.720	-116.684	-195.036	1
20100618	-307.402	-109.790	-197.612	1
20100619	-302.843	-102.878	-199.966	1
20100620	-298.097	-95.949	-202.148	1
20100621	-293.052	-89.005	-204.046	1
20100622	-287.693	-82.050	-205.644	1
20100623	-282.011	-75.084	-206.927	1
20100624	-275.962	-68.110	-207.852	1
20100625	-269.555	-61.130	-208.425	1
20100626	-262.783	-54.146	-208.636	1
20100627	-255.570	-47.160	-208.410	1
20100628	-247.869	-40.174	-207.695	1
20100629	-239.670	1.601	-241.271	1
20100630	-230.935	7.259	-238.194	1
20100701	-222.069	12.945	-235.014	1
20100702	-213.382	18.659	-232.042	1
20100703	-204.820	24.401	-229.221	1
20100704	-196.567	30.172	-226.739	1
20100705	-188.463	35.975	-224.438	1
20100706	-180.380	41.813	-222.192	1
20100707	-172.625	47.686	-220.311	1
20100708	-165.288	53.593	-218.881	1
20100709	-158.022	59.528	-217.550	1
20100710	-150.666	65.488	-216.154	1
20100711	-143.264	71.467	-214.731	1
20100712	-135.683	77.460	-213.143	1
20100713	-128.260	83.463	-211.723	1
20100714	-121.246	89.468	-210.714	1
20100715	-114.416	95.467	-209.883	1
20100716	-107.808	101.455	-209.263	1
20100717	-100.939	107.431	-208.370	1
20100718	-93.359	113.392	-206.751	1
20100719	-85.194	119.338	-204.533	1
20100720	-76.237	125.266	-201.503	1
20100721	-66.562	131.168	-197.730	1
20100722	-56.267	137.040	-193.306	1
20100723	-44.983	142.877	-187.860	1
20100724	-32.556	148.679	-181.234	1
20100725	-19.513	154.444	-173.957	1
20100726	-6.129	160.173	-166.301	1
20100727	7.715	165.863	-158.148	1
20100728	21.834	171.515	-149.681	1
20100729	36.701	177.127	-140.426	1
20100730	52.685	182.702	-130.017	1
20100731	69.456	188.241	-118.785	1
20100801	87.065	193.743	-106.678	1
20100802	104.589	199.202	-94.613	1
20100803	121.201	204.613	-83.412	1
20100804	137.080	209.966	-72.886	0
20100805	151.806	215.257	-63.451	0
20100806	165.557	220.482	-54.925	0
20100807	178.520	225.636	-47.116	0
20100808	189.975	230.713	-40.738	0
20100809	199.628	235.707	-36.080	0
20100810	208.419	240.618	-32.199	0
20100811	216.823	245.445	-28.622	0
20100812	224.617	250.189	-25.571	0
20100813	232.124	254.849	-22.725	0
20100814	238.443	259.424	-20.981	0
20100815	242.871	263.910	-21.038	0
20100816	245.992	268.306	-22.314	0
20100817	247.688	272.612	-24.924	0
20100818	248.923	276.827	-27.904	0
20100819	250.650	280.954	-30.304	0
20100820	252.521	284.994	-32.473	0
20100821	254.917	288.950	-34.033	0
20100822	257.700	292.828	-35.128	0
20100823	260.648	296.630	-35.982	0
20100824	264.489	300.362	-35.873	0
20100825	269.530	304.027	-34.497	0
20100826	274.509	307.620	-33.112	0
20100827	278.720	311.139	-32.419	0
20100828	282.403	314.577	-32.174	0
20100829	285.086	317.932	-32.846	0
20100830	287.763	321.200	-33.437	0
20100831	291.209	324.381	-33.171	0
20100901	294.616	327.467	-32.852	0
20100902	298.025	330.460	-32.435	0
20100903	301.481	333.358	-31.877	0
20100904	304.735	336.162	-31.428	0
20100905	308.080	338.875	-30.795	0
20100906	311.627	341.496	-29.869	0
20100907	315.037	344.019	-28.982	0
20100908	318.188	346.444	-28.256	0
20100909	321.131	348.768	-27.637	0
20100910	323.764	350.990	-27.226	0
20100911	326.607	353.112	-26.505	0
20100912	330.061	355.134	-25.073	0
20100913	333.968	357.057	-23.089	0
20100914	338.510	358.882	-20.372	0
20100915	343.502	360.612	-17.110	0
20100916	348.757	362.248	-13.491	0
20100917	354.604	363.794	-9.189	0
20100918	361.121	365.249	-4.128	0
20100919	367.389	366.612	0.777	0
20100920	372.820	367.880	4.940	0
20100921	377.435	369.049	8.386	0
20100922	380.790	370.118	10.673	0
20100923	383.368	371.083	12.284	0
20100924	385.504	371.945	13.559	0
20100925	386.508	372.700	13.808	0
20100926	386.226	373.345	12.881	0
20100927	385.218	373.879	11.338	0
20100928	383.681	374.302	9.379	0
20100929	381.585	374.615	6.970	0
20100930	379.157	374.815	4.341	0
20101001	375.735	374.902	0.833	0
20101002	370.853	374.872	-4.020	0
20101003	364.878	374.724	-9.846	0
20101004	357.705	374.456	-16.751	0
20101005	350.232	374.068	-23.836	0
20101006	343.274	373.560	-30.286	0
20101007	336.570	372.935	-36.365	0
20101008	330.483	372.192	-41.710	0
20101009	324.827	371.335	-46.508	0
20101010	319.381	370.363	-50.983	0
20101011	314.809	369.280	-54.471	0
20101012	311.367	368.087	-56.721	0
20101013	308.063	366.786	-58.723	0
20101014	304.372	365.377	-61.004	0
20101015	300.476	363.858	-63.381	0
20101016	296.006	362.230	-66.224	0
20101017	291.802	360.494	-68.691	0
20101018	288.511	358.652	-70.141	0
20101019	285.499	356.705	-71.206	0
20101020	282.826	354.654	-71.828	0
20101021	280.309	352.502	-72.193	0
20101022	277.582	350.247	-72.665	0
20101023	274.916	347.893	-72.976	0
20101024	272.300	345.438	-73.138	0
20101025	269.558	342.885	-73.327	0
20101026	266.665	340.234	-73.569	0
20101027	263.500	337.485	-73.985	0
20101028	259.935	334.639	-74.705	0
20101029	256.572	331.697	-75.126	0
20101030	253.818	328.661	-74.843	0
20101031	251.527	325.532	-74.006	0
20101101	249.918	322.313	-72.395	0
20101102	248.665	319.005	-70.341	0
20101103	247.485	315.610	-68.124	0
20101104	246.766	312.129	-65.363	0
20101105	246.547	308.563	-62.016	0
20101106	246.247	304.915	-58.668	0
20101107	245.552	301.184	-55.632	0
20101108	244.416	297.370	-52.954	0
20101109	242.539	293.474	-50.935	0
20101110	240.300	289.496	-49.195	0
20101111	237.941	285.436	-47.495	0
20101112	235.019	281.294	-46.276	0
20101113	231.462	277.071	-45.610	0
20101114	227.515	272.768	-45.253	0
20101115	223.220	268.386	-45.166	0
20101116	218.593	263.925	-45.332	0
20101117	213.743	259.387	-45.645	0
20101118	208.296	254.774	-46.478	0
20101119	202.001	250.084	-48.083	0
20101120	195.023	245.319	-50.296	0
20101121	187.282	240.479	-53.197	0
20101122	179.438	235.566	-56.128	0
20101123	172.056	230.582	-58.526	0
20101124	164.970	225.530	-60.560	0
20101125	158.454	220.411	-61.957	0
20101126	152.323	215.230	-62.907	0
20101127	146.390	209.989	-63.599	0
20101128	141.143	204.690	-63.547	0
20101129	136.747	199.337	-62.591	0
20101130	132.534	193.933	-61.398	0
20101201	128.164	188.477	-60.313	0
20101202	123.739	182.971	-59.232	0
20101203	119.005	177.416	-58.411	0
20101204	114.543	171.815	-57.271	0
20101205	110.794	166.169	-55.375	0
20101206	107.324	160.480	-53.156	0
20101207	104.179	154.751	-50.572	0
20101208	101.100	148.984	-47.883	0
20101209	97.740	143.179	-45.439	0
20101210	94.285	137.338	-43.053	0
20101211	90.665	131.463	-40.798	0
20101212	86.797	125.555	-38.758	0
20101213	82.693	119.614	-36.920	0
20101214	78.168	113.641	-35.473	0
20101215	73.097	107.637	-34.540	0
20101216	67.976	101.605	-33.628	0
20101217	63.113	95.545	-32.432	0
20101218	58.383	89.460	-31.078	0
20101219	53.961	83.353	-29.392	0
20101220	49.514	77.225	-27.711	0
20101221	44.765	71.077	-26.313	0
20101222	40.025	64.912	-24.887	0
20101223	35.298	58.732	-23.434	0
20101224	30.529	52.537	-22.008	0
20101225	25.787	46.330	-20.543	0
20101226	20.985	40.111	-19.126	0
20101227	16.075	33.883	-17.808	0
20101228	11.210	27.647	-16.437	0
20101229	6.463	21.405	-14.942	0
20101230	1.796	15.159	-13.363	0
20101231	-2.748	8.910	-11.659	0
20110101	-7.326	2.661	-9.988	0
20110102	-12.064	-3.586	-8.478	0
20110103	-16.893	-9.831	-7.062	0
20110104	-21.857	-16.071	-5.786	0
20110105	-26.902	-22.305	-4.597	0
20110106	-31.962	-28.531	-3.431	0
20110107	-37.130	-34.747	-2.382	0
20110108	-42.423	-40.952	-1.471	0
20110109	-47.680	-47.144	-0.536	0
20110110	-52.808	-53.321	0.512	0
20110111	-57.807	-59.480	1.673	0
20110112	-62.598	-65.619	3.021	0
20110113	-67.281	-71.737	4.456	0
20110114	-71.923	-77.831	5.908	0
20110115	-76.406	-83.899	7.493	0
20110116	-80.711	-89.939	9.228	0
20110117	-84.906	-95.949	11.042	0
20110118	-89.004	-101.925	12.921	0
20110119	-93.010	-107.866	14.856	0
20110120	-96.954	-113.769	16.815	0
20110121	-100.740	-119.632	18.892	0
20110122	-104.303	-125.452	21.149	0
20110123	-107.689	-131.226	23.537	0
20110124	-110.879	-136.953	26.074	0
20110125	-114.013	-142.628	28.615	0
20110126	-117.216	-148.251	31.035	0
20110127	-120.446	-153.819	33.373	0
20110128	-123.760	-159.330	35.569	0
20110129	-127.123	-164.781	37.658	0
20110130	-130.496	-170.170	39.674	0
20110131	-133.981	-175.494	41.513	0
20110201	-137.616	-180.754	43.138	0
20110202	-141.253	-185.946	44.693	0
20110203	-144.815	-191.070	46.255	0
20110204	-148.327	-196.125	47.798	0
20110205	-151.732	-201.110	49.378	0
20110206	-155.156	-206.024	50.868	0
20110207	-158.694	-210.866	52.172	0
20110208	-162.252	-215.636	53.384	0
20110209	-165.837	-220.333	54.496	0
20110210	-169.371	-224.955	55.584	0
20110211	-172.758	-229.501	56.743	0
20110212	-176.039	-233.970	57.931	0
20110213	-179.186	-238.360	59.174	0
20110214	-182.188	-242.671	60.483	0
20110215	-185.052	-246.901	61.850	0
20110216	-187.717	-251.051	63.334	0
20110217	-190.151	-255.119	64.969	0
20110218	-192.477	-259.105	66.628	0
20110219	-194.768	-263.006	68.239	0
20110220	-196.993	-266.824	69.831	0
20110221	-199.194	-270.557	71.363	0
20110222	-201.278	-274.205	72.927	0
20110223	-203.168	-277.767	74.599	0
20110224	-204.941	-281.241	76.300	0
20110225	-206.593	-284.629	78.035	0
20110226	-208.155	-287.929	79.775	0
20110227	-209.676	-291.143	81.467	1
20110228	-211.127	-294.270	83.143	1
20110301	-212.518	-297.311	84.794	1
20110302	-213.867	-300.267	86.400	1
20110303	-215.179	-303.136	87.957	1
20110304	-216.477	-305.921	89.444	1
20110305	-217.782	-308.621	90.840	1
20110306	-219.014	-311.236	92.222	1
20110307	-220.123	-313.764	93.640	1
20110308	-221.131	-316.204	95.073	1
20110309	-222.011	-318.555	96.544	1
20110310	-222.814	-320.818	98.004	1
20110311	-223.584	-322.991	99.408	1
20110312	-224.270	-325.074	100.804	1
20110313	-224.874	-327.065	102.192	1
20110314	-225.469	-328.966	103.497	1
20110315	-226.098	-330.775	104.677	1
20110316	-226.773	-332.493	105.721	1
20110317	-227.535	-334.121	106.586	1
20110318	-228.340	-335.657	107.317	1
20110319	-229.162	-337.101	107.939	1
20110320	-230.061	-338.453	108.392	1
20110321	-231.049	-339.712	108.663	1
20110322	-232.105	-340.878	108.773	1
20110323	-233.232	-341.952	108.720	1
20110324	-234.430	-342.931	108.501	1
20110325	-235.695	-343.817	108.122	1
20110326	-237.075	-344.608	107.534	1
20110327	-238.606	-345.305	106.699	1
20110328	-240.275	-345.908	105.632	1
20110329	-242.099	-346.415	104.316	1
20110330	-243.832	-346.826	102.993	1
20110331	-245.280	-347.139	101.858	1
20110401	-246.473	-347.352	100.879	1
20110402	-247.297	-347.465	100.169	1
20110403	-247.832	-347.476	99.644	1
20110404	-248.147	-347.382	99.236	1
20110405	-248.052	-347.183	99.131	1
20110406	-247.484	-346.877	99.392	1
20110407	-246.653	-346.464	99.811	1
20110408	-245.652	-345.946	100.293	1
20110409	-244.445	-345.322	100.877	1
20110410	-243.107	-344.595	101.487	1
20110411	-241.424	-343.762	102.338	1
20110412	-239.235	-342.826	103.591	1
20110413	-236.672	-341.787	105.115	1
20110414	-233.705	-340.645	106.940	1
20110415	-230.405	-339.400	108.995	1
20110416	-226.876	-338.051	111.175	1
20110417	-223.037	-336.599	113.562	1
20110418	-218.897	-335.045	116.147	1
20110419	-214.468	-333.388	118.920	1
20110420	-209.729	-331.630	121.902	1
20110421	-204.724	-329.773	125.049	1
20110422	-199.478	-327.816	128.337	1
20110423	-193.811	-325.758	131.947	1
20110424	-187.601	-323.599	135.998	1
20110425	-180.873	-321.339	140.466	1
20110426	-173.549	-318.976	145.427	1
20110427	-165.723	-316.511	150.789	1
20110428	-157.464	-313.942	156.478	1
20110429	-148.652	-311.268	162.617	1
20110430	-139.264	-308.490	169.226	1
20110501	-129.918	-305.608	175.690	1
20110502	-121.046	-302.624	181.579	1
20110503	-112.645	-299.542	186.898	1
20110504	-105.028	-296.364	191.336	1
20110505	-97.934	-293.090	195.157	1
20110506	-91.182	-289.724	198.542	1
20110507	-85.258	-286.267	201.009	1
20110508	-80.305	-282.722	202.417	1
20110509	-75.915	-279.093	203.178	1
20110510	-71.936	-275.380	203.445	1
20110511	-68.440	-271.587	203.147	1
20110512	-65.284	-267.715	202.430	1
20110513	-62.972	-263.767	200.795	1
20110514	-61.877	-259.747	197.870	1
20110515	-61.746	-255.660	193.914	1
20110516	-62.677	-251.508	188.831	1
20110517	-63.666	-247.292	183.627	1
20110518	-63.848	-243.014	179.165	1
20110519	-63.450	-238.672	175.222	1
20110520	-62.035	-234.267	172.232	1
20110521	-59.881	-229.799	169.919	1
20110522	-57.255	-225.269	168.014	1
20110523	-53.399	-220.677	167.278	1
20110524	-48.042	-216.019	167.978	1
20110525	-42.218	-211.298	169.080	1
20110526	-36.456	-206.513	170.057	1
20110527	-30.577	-201.665	171.088	1
20110528	-24.970	-196.756	171.785	1
20110529	-18.711	-191.784	173.073	1
